TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm, 
1617velv-akea,3208,Rocket 4.0,1,10,126,115,5,,1.00,58.7,51.6,
1617velv-akea,8539,Bazinga Bots,2,6,96,70,5,,0.60,21.4,21.2,
1617velv-akea,7388,StarBots,3,6,87,61,5,,0.60,5.2,8.6,
1617velv-akea,6695,FrostTech,4,6,60,65,5,,0.60,5.3,8.0,
1617velv-akea,4954,SPECTRE,5,4,133,40,5,,0.40,19.9,18.4,
1617velv-akea,3492,Team Zip Ties,6,4,82,115,5,,0.40,27.8,27.1,
1617velv-akea,9019,Nuclear Wolves,7,4,64,26,5,,0.40,8.4,8.8,
1617velv-akea,10998,MechaLynx,8,4,59,55,5,,0.40,0.6,3.9,
1617velv-akea,9781,Gravity Check,9,0,74,36,5,,0.00,3.7,5.1,
1617velv-akdi,10998,MechaLynx,1,8,70,60,5,,0.80,27.6,25.0,
1617velv-akdi,8539,Bazinga Bots,2,8,65,60,5,,0.80,29.4,26.6,
1617velv-akdi,5530,I 8 Sum Pi,3,8,65,52,5,,0.80,16.6,16.1,
1617velv-akdi,5394,TacoS,4,8,60,50,5,,0.80,15.8,15.4,
1617velv-akdi,5532,Techno Wolves,5,6,86,50,5,,0.60,19.0,17.1,
1617velv-akdi,9180,Phantom Wolves,6,6,85,36,5,,0.60,7.5,9.4,
1617velv-akdi,4539,3 G's and Aden,7,6,71,26,5,,0.60,8.4,8.3,
1617velv-akdi,5664,Cyber Wolves,8,6,55,30,5,,0.60,8.5,9.9,
1617velv-akdi,5247,Rock Paper Scissors,9,4,50,40,5,,0.40,14.8,14.5,
1617velv-akdi,10513,Smart Metal,10,4,46,25,5,,0.40,1.7,3.4,
1617velv-akdi,11168,The Quantum Mechanics,11,2,55,55,5,,0.20,9.1,9.3,
1617velv-akdi,4955,Dimond Engineering Per 4,12,2,36,40,5,,0.20,3.6,5.0,
1617velv-akdi,6112,Silver Wolves,13,2,15,30,5,,0.20,1.4,2.5,
1617velv-akdi,4951,Dimondz Nutz and Boltz,14,0,65,20,5,,0.00,1.0,2.9,
1617velv-akea2,3492,Team Zip Ties,1,9,162,98,5,,0.90,60.0,50.8,
1617velv-akea2,3208,Rocket 4.0,2,8,132,85,5,,0.80,39.1,35.0,
1617velv-akea2,4955,Dimond Engineering Per 4,3,6,92,92,5,,0.60,22.0,22.0,
1617velv-akea2,5247,Rock Paper Scissors,4,6,92,80,5,,0.60,24.6,22.9,
1617velv-akea2,5215,MethodHeads,5,5,167,98,5,,0.50,24.7,26.2,
1617velv-akea2,10610,Mears Gears,6,5,116,55,5,,0.50,16.5,14.8,
1617velv-akea2,10513,Smart Metal,7,4,96,50,5,,0.40,0.2,5.2,
1617velv-akea2,4539,3 G's and Aden,8,4,93,35,5,,0.40,11.1,10.2,
1617velv-akea2,9781,Gravity Check,9,3,85,30,5,,0.30,-2.8,1.6,
1617velv-akea2,5530,I 8 Sum Pi,10,3,57,50,5,,0.30,7.0,8.1,
1617velv-akea2,10991,Eagles,11,1,98,60,5,,0.10,-3.7,1.7,
1617velv-aker,11168,The Quantum Mechanics,1,10,209,100,5,,1.00,53.7,46.7,
1617velv-aker,9180,Phantom Wolves,2,8,118,52,5,,0.80,37.7,33.6,
1617velv-aker,10991,Eagles,3,6,161,100,5,,0.60,26.1,26.4,
1617velv-aker,9781,Gravity Check,4,6,131,85,5,,0.60,25.8,24.1,
1617velv-aker,6695,FrostTech,5,6,131,60,5,,0.60,9.9,13.2,
1617velv-aker,5532,Techno Wolves,6,4,131,57,5,,0.40,22.0,20.7,
1617velv-aker,4954,SPECTRE,7,4,80,52,5,,0.40,8.4,10.1,
1617velv-aker,9019,Nuclear Wolves,8,2,127,50,5,,0.20,6.4,8.6,
1617velv-aker,6112,Silver Wolves,9,2,113,50,5,,0.20,3.4,6.6,
1617velv-aker,7388,StarBots,10,2,63,52,5,,0.20,2.7,6.0,
1617velv-aksa,3492,Team Zip Ties,1,8,156,80,5,,0.80,31.8,29.9,
1617velv-aksa,5394,TacoS,2,8,146,95,5,,0.80,41.0,36.4,
1617velv-aksa,10610,Mears Gears,3,7,92,75,5,,0.70,24.7,23.5,
1617velv-aksa,10998,MechaLynx,4,6,164,95,5,,0.60,45.8,40.0,
1617velv-aksa,10513,Smart Metal,5,6,115,51,5,,0.60,27.7,23.5,
1617velv-aksa,5215,MethodHeads,6,6,90,51,5,,0.60,23.0,22.0,
1617velv-aksa,4955,Dimond Engineering Per 4,7,5,113,35,5,,0.50,6.2,9.0,
1617velv-aksa,4951,Dimondz Nutz and Boltz,8,4,118,55,5,,0.40,-4.9,2.0,
1617velv-aksa,4539,3 G's and Aden,9,3,155,50,5,,0.30,6.0,9.9,
1617velv-aksa,4954,SPECTRE,10,3,115,65,5,,0.30,6.2,9.9,
1617velv-aksa,5530,I 8 Sum Pi,11,2,147,75,5,,0.20,30.7,27.3,
1617velv-aksa,5247,Rock Paper Scissors,12,2,93,55,5,,0.20,-1.2,2.8,
1617velv-aker2,3208,Rocket 4.0,1,10,166,95,5,,1.00,49.3,43.4,
1617velv-aker2,9019,Nuclear Wolves,2,8,147,95,5,,0.80,29.8,28.3,
1617velv-aker2,5532,Techno Wolves,3,8,126,75,5,,0.80,23.3,24.1,
1617velv-aker2,11168,The Quantum Mechanics,4,7,183,105,5,,0.70,53.7,46.7,
1617velv-aker2,9180,Phantom Wolves,5,6,142,70,5,,0.60,19.4,20.6,
1617velv-aker2,8539,Bazinga Bots,6,5,162,55,5,,0.50,17.0,17.7,
1617velv-aker2,6695,FrostTech,7,4,144,70,5,,0.40,6.4,10.7,
1617velv-aker2,4951,Dimondz Nutz and Boltz,8,4,143,60,5,,0.40,20.3,19.3,
1617velv-aker2,5664,Cyber Wolves,9,4,131,53,5,,0.40,11.4,13.8,
1617velv-aker2,10991,Eagles,10,3,134,105,5,,0.30,26.9,25.5,
1617velv-aker2,7388,StarBots,11,1,131,55,5,,0.10,0.6,5.1,
1617velv-aker2,6112,Silver Wolves,12,0,103,31,5,,0.00,3.8,5.8,
1617velv-aklcmpsc,11168,The Quantum Mechanics,1,10,249,155,5,WC,1.00,100.2,85.1,
1617velv-aklcmpsc,9180,Phantom Wolves,2,10,164,70,5,SC,1.00,17.0,19.1,
1617velv-aklcmpsc,5394,TacoS,3,10,161,145,5,SC,1.00,30.5,31.5,
1617velv-aklcmpsc,4951,Dimondz Nutz and Boltz,4,8,185,110,5,F2,0.80,45.1,39.9,
1617velv-aklcmpsc,5215,MethodHeads,5,8,172,155,5,S1,0.80,40.4,41.7,
1617velv-aklcmpsc,10998,MechaLynx,6,8,171,135,5,F1,0.80,58.3,51.2,
1617velv-aklcmpsc,3492,Team Zip Ties,7,6,243,90,5,FC,0.60,34.0,32.5,
1617velv-aklcmpsc,9781,Gravity Check,8,6,185,110,5,,0.60,35.2,34.2,
1617velv-aklcmpsc,3208,Rocket 4.0,9,6,176,90,5,W1,0.60,45.4,40.7,
1617velv-aklcmpsc,6695,FrostTech,10,6,156,75,5,,0.60,1.6,8.2,
1617velv-aklcmpsc,10991,Eagles,11,6,141,65,5,,0.60,20.6,22.5,
1617velv-aklcmpsc,6112,Silver Wolves,12,4,216,70,5,,0.40,28.8,30.2,
1617velv-aklcmpsc,5247,Rock Paper Scissors,13,4,201,85,5,,0.40,9.8,15.2,
1617velv-aklcmpsc,10610,Mears Gears,14,4,169,85,5,,0.40,22.3,21.9,
1617velv-aklcmpsc,8539,Bazinga Bots,15,4,168,150,5,W2,0.40,26.6,29.0,
1617velv-aklcmpsc,5530,I 8 Sum Pi,16,4,166,60,5,S2,0.40,18.1,19.1,
1617velv-aklcmpsc,7388,StarBots,17,4,150,85,5,,0.40,10.4,16.2,
1617velv-aklcmpsc,4955,Dimond Engineering Per 4,18,4,150,60,5,S2,0.40,17.0,17.0,
1617velv-aklcmpsc,5664,Cyber Wolves,19,4,148,80,5,,0.40,19.5,19.0,
1617velv-aklcmpsc,4539,3 G's and Aden,20,4,130,65,5,,0.40,15.0,15.4,
1617velv-aklcmpsc,5532,Techno Wolves,21,2,193,56,5,,0.20,21.1,20.6,
1617velv-aklcmpsc,9019,Nuclear Wolves,22,2,150,80,5,S1,0.20,21.9,23.1,
1617velv-aklcmpsc,10513,Smart Metal,23,2,120,60,5,,0.20,13.6,13.7,
1617velv-aklcmpsc,4954,SPECTRE,24,0,155,40,5,,0.00,15.5,14.3,
1617velv-aklcmpsc,10502,Kuskokwim Surf Monsters,25,0,132,45,5,,0.00,-0.5,4.6,
1617velv-akse,3766,Technical Difficulties,1,10,97,90,5,WC,1.00,46.8,40.9,
1617velv-akse,10099,Falcon Flyers,2,8,102,50,5,FC,0.80,14.5,16.0,
1617velv-akse,3081,Trial and Error,3,7,132,60,5,F1,0.70,17.3,17.5,
1617velv-akse,11497,CHS Wolverines FTC,4,6,122,60,5,W1,0.60,19.3,19.0,
1617velv-akse,5389,Wired Wolves,5,5,106,90,5,SC,0.50,21.0,20.3,
1617velv-akse,4358,Error: 404,6,4,112,65,5,S1,0.40,11.6,12.9,
1617velv-akse,6281,Genetic Advantage,7,4,35,60,5,SC,0.40,9.6,11.0,
1617velv-akse,12087,JDHS Robotics,8,3,120,45,5,S1,0.30,21.3,19.2,
1617velv-akse,10915,Alchemy,9,3,77,65,5,,0.30,5.4,8.5,
1617velv-akse,6280,Team Duct Tape,10,2,97,60,5,,0.20,12.1,11.8,
1617velv-akse,12374,IDEA 2,11,2,80,41,5,,0.20,3.2,4.7,
1617velv-casdlj1,10809,Crow Force 5,1,12,161,130,6,,1.00,67.0,59.6,
1617velv-casdlj1,12073,The Trisectors,2,10,205,100,6,,0.83,33.4,33.1,
1617velv-casdlj1,3650,Torrey Techies,3,8,165,130,6,,0.67,35.2,32.8,
1617velv-casdlj1,4216,Rise of Hephaestus,4,8,156,90,6,,0.67,42.6,38.2,
1617velv-casdlj1,8097,Botcats,5,8,151,80,6,,0.67,15.5,16.6,
1617velv-casdlj1,11288,Seminerds,6,8,76,65,6,,0.67,9.1,11.0,
1617velv-casdlj1,11128,Inspiration,7,6,182,60,6,,0.50,36.5,32.1,
1617velv-casdlj1,3513,Domo Arigato,8,6,125,90,6,,0.50,26.6,24.7,
1617velv-casdlj1,4278,De.Evolution,9,6,120,100,6,,0.50,15.1,17.3,
1617velv-casdlj1,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),10,4,140,76,6,,0.33,4.1,6.9,
1617velv-casdlj1,9367,Torrey Techies White,11,4,94,75,6,,0.33,10.8,12.3,
1617velv-casdlj1,8742,RoboTechs,12,4,90,65,6,,0.33,12.2,12.5,
1617velv-casdlj1,11411,Cherry Pi,13,4,71,70,6,,0.33,5.2,7.6,
1617velv-casdlj1,9837,Ravenettes,14,2,130,46,6,,0.17,4.5,7.0,
1617velv-casdlj1,7159,Robo Ravens,15,0,110,45,6,,0.00,-4.0,0.4,
1617velv-casdfp1,5229,Dragons,1,12,79,70,6,,1.00,41.4,36.1,
1617velv-casdfp1,10092,Green.Griffins,2,10,107,50,6,,0.83,30.5,26.4,
1617velv-casdfp1,4262,Ridgebots,3,10,63,40,6,,0.83,10.2,10.6,
1617velv-casdfp1,8039,Return of the Adrenaline Snails,4,8,74,54,6,,0.67,22.4,21.1,
1617velv-casdfp1,5540,Skynet,5,8,70,40,6,,0.67,23.2,21.1,
1617velv-casdfp1,5131,Pointers,6,6,54,40,6,,0.50,5.3,6.1,
1617velv-casdfp1,11278,Virtually Creative,7,6,45,50,6,,0.50,9.4,9.7,
1617velv-casdfp1,5135,Team Uncopyrightable,8,6,38,41,6,,0.50,-2.5,0.6,
1617velv-casdfp1,9261,Level Up,9,4,103,40,6,,0.33,8.5,8.5,
1617velv-casdfp1,11107,Wired Up,10,4,86,45,6,,0.33,4.7,6.5,
1617velv-casdfp1,8000,Team Paradox3,11,4,70,50,6,,0.33,10.9,10.6,
1617velv-casdfp1,8380,UC Robotics,12,4,61,50,6,,0.33,1.3,3.8,
1617velv-casdfp1,11285,PATENT PENDING,13,4,42,70,6,,0.33,8.0,9.3,
1617velv-casdfp1,9266,Pyrobots,14,2,71,40,6,,0.17,6.1,6.2,
1617velv-casdfp1,10564,iMiddle Robotics,15,2,45,50,6,,0.17,1.4,3.0,
1617velv-casdrr1,11212,The Clueless,1,12,120,145,6,,1.00,76.6,67.0,
1617velv-casdrr1,8471,The Ducks,2,10,122,105,6,,0.83,57.4,51.2,
1617velv-casdrr1,3848,Shockwave,3,8,267,120,6,,0.67,42.8,40.4,
1617velv-casdrr1,11328,Foothills Engineers,4,8,112,60,6,,0.67,7.7,11.2,
1617velv-casdrr1,9049,RoboPuffs,5,7,178,145,6,,0.58,20.6,23.9,
1617velv-casdrr1,12406,Hakuna Automata,6,6,108,120,6,,0.50,21.1,22.4,
1617velv-casdrr1,8606,RSF Intergalactic Dragons,7,6,101,80,6,,0.50,21.2,20.2,
1617velv-casdrr1,9164,Zorrobots,8,5,207,85,6,,0.42,30.6,28.1,
1617velv-casdrr1,9022,T-Wrecks,9,5,195,70,6,,0.42,14.0,16.1,
1617velv-casdrr1,7696,RSF Singularity,10,5,173,70,6,,0.42,30.2,25.9,
1617velv-casdrr1,8605,RSF Logitechies,11,5,170,120,6,,0.42,39.7,33.7,
1617velv-casdrr1,12405,Game of Drones,12,4,107,80,6,,0.33,6.7,10.5,
1617velv-casdrr1,10793,Voltrons,13,4,62,100,6,,0.33,-1.4,3.3,
1617velv-casdrr1,5015,Buffalo Wings,14,3,78,43,6,,0.25,-16.1,-7.7,
1617velv-casdrr1,6226,Bambusa,15,2,100,50,6,,0.17,-3.8,-0.1,
1617velv-casdec,9441,Syndicate,1,12,220,150,6,,1.00,82.5,71.7,
1617velv-casdec,11656,Neutron Stars,2,11,120,150,6,,0.92,33.1,32.3,
1617velv-casdec,6016,Ironwolves,3,10,125,80,6,,0.83,-0.7,4.8,
1617velv-casdec,9920,Furious Falcons,4,8,162,85,6,,0.67,44.8,39.1,
1617velv-casdec,6074,RAWALA (Robot Assemblers With A Long Acronym),5,8,150,80,6,,0.67,23.9,22.6,
1617velv-casdec,11350,Sloth Slowbotics,6,8,82,95,6,,0.67,14.1,14.8,
1617velv-casdec,8472,ROBOTATOES,7,6,167,57,6,,0.50,14.8,16.3,
1617velv-casdec,9892,EngiNERDs,8,5,100,85,6,,0.42,14.6,15.2,
1617velv-casdec,6137,RoBowties,9,4,230,80,6,,0.33,32.8,30.2,
1617velv-casdec,2885,Kronos,10,4,170,65,6,,0.33,8.2,10.5,
1617velv-casdec,5828,E.M.P. Chaos,11,4,125,110,6,,0.33,20.0,21.0,
1617velv-casdec,7542,OLP MicroChicks,12,4,117,70,6,,0.33,0.2,5.0,
1617velv-casdec,8906,ROARbots,13,3,182,65,6,,0.25,20.0,18.2,
1617velv-casdec,6003,Techno Eagles,14,2,57,40,6,,0.17,-0.3,1.2,
1617velv-casdec,10221,Robotx,15,1,129,60,6,,0.08,-0.1,3.6,
1617velv-casdlj2,8097,Botcats,1,11,301,135,6,,0.92,81.8,71.7,
1617velv-casdlj2,12406,Hakuna Automata,2,10,116,75,6,,0.83,23.3,24.2,
1617velv-casdlj2,10809,Crow Force 5,3,8,230,120,6,,0.67,65.1,57.9,
1617velv-casdlj2,3650,Torrey Techies,4,8,215,120,6,,0.67,41.1,38.9,
1617velv-casdlj2,5828,E.M.P. Chaos,5,8,192,135,6,,0.67,32.7,31.9,
1617velv-casdlj2,9261,Level Up,6,7,156,100,6,,0.58,33.1,31.2,
1617velv-casdlj2,11107,Wired Up,7,6,117,100,6,,0.50,32.6,29.9,
1617velv-casdlj2,12405,Game of Drones,8,6,106,110,6,,0.50,7.7,11.2,
1617velv-casdlj2,8472,ROBOTATOES,9,6,101,95,6,,0.50,18.6,19.4,
1617velv-casdlj2,7542,OLP MicroChicks,10,5,141,65,6,,0.42,3.9,7.6,
1617velv-casdlj2,5229,Dragons,11,4,225,110,6,,0.33,17.6,19.6,
1617velv-casdlj2,9367,Torrey Techies White,12,4,166,65,6,,0.33,11.8,13.7,
1617velv-casdlj2,6003,Techno Eagles,13,4,149,91,6,,0.33,7.8,11.0,
1617velv-casdlj2,5540,Skynet,14,3,141,65,6,,0.25,3.9,7.2,
1617velv-casdlj2,11328,Foothills Engineers,15,0,160,50,6,,0.00,-1.2,2.0,
1617velv-casdrr2,11278,Virtually Creative,1,10,374,225,6,,0.83,75.4,69.6,
1617velv-casdrr2,8605,RSF Logitechies,2,10,370,155,6,,0.83,80.1,73.6,
1617velv-casdrr2,8742,RoboTechs,3,10,281,130,6,,0.83,38.3,39.2,
1617velv-casdrr2,7696,RSF Singularity,4,8,374,155,6,,0.67,72.4,68.7,
1617velv-casdrr2,8606,RSF Intergalactic Dragons,5,8,345,225,6,,0.67,70.9,66.0,
1617velv-casdrr2,11128,Inspiration,6,8,280,155,6,,0.67,66.9,61.0,
1617velv-casdrr2,9892,EngiNERDs,7,6,257,140,6,,0.50,36.6,36.7,
1617velv-casdrr2,6016,Ironwolves,8,6,225,120,6,,0.50,12.9,16.9,
1617velv-casdrr2,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),9,6,207,120,6,,0.50,25.1,26.0,
1617velv-casdrr2,8380,UC Robotics,10,4,221,135,6,,0.33,9.8,14.2,
1617velv-casdrr2,11764,UC HIGH CENTURIONS,11,4,220,85,6,,0.33,3.7,8.6,
1617velv-casdrr2,9049,RoboPuffs,12,4,218,95,6,,0.33,23.0,25.4,
1617velv-casdrr2,5015,Buffalo Wings,13,4,210,105,6,,0.33,29.0,29.4,
1617velv-casdrr2,10564,iMiddle Robotics,14,4,174,100,6,,0.33,11.7,15.5,
1617velv-casdrr2,8039,Return of the Adrenaline Snails,15,4,155,130,6,,0.33,21.4,21.7,
1617velv-casdrr2,6226,Bambusa,16,0,57,16,6,,0.00,-8.5,-4.4,
1617velv-casdfp2,9441,Syndicate,1,10,416,150,6,,0.83,79.2,72.4,
1617velv-casdfp2,9920,Furious Falcons,2,10,285,150,6,,0.83,67.5,62.7,
1617velv-casdfp2,6137,RoBowties,3,9,395,206,6,,0.75,103.4,92.8,
1617velv-casdfp2,5135,Team Uncopyrightable,4,9,281,206,6,,0.75,47.1,46.9,
1617velv-casdfp2,10793,Voltrons,5,8,325,150,6,,0.67,38.9,40.0,
1617velv-casdfp2,7159,Robo Ravens,6,7,320,115,6,,0.58,25.2,28.9,
1617velv-casdfp2,8471,The Ducks,7,6,465,175,6,,0.50,70.3,65.7,
1617velv-casdfp2,2885,Kronos,8,6,246,115,6,,0.50,26.2,26.8,
1617velv-casdfp2,11285,PATENT PENDING,9,6,220,180,6,,0.50,34.6,36.7,
1617velv-casdfp2,8000,Team Paradox3,10,5,230,120,6,,0.42,9.8,15.1,
1617velv-casdfp2,3513,Domo Arigato,11,4,346,140,6,,0.33,28.8,30.6,
1617velv-casdfp2,10092,Green.Griffins,12,4,330,120,6,,0.33,31.6,31.1,
1617velv-casdfp2,9022,T-Wrecks,13,4,275,85,6,,0.33,27.2,28.9,
1617velv-casdfp2,9837,Ravenettes,14,2,200,80,6,,0.17,7.1,10.1,
1617velv-casdfp2,4278,De.Evolution,15,0,230,70,6,,0.00,-5.5,2.4,
1617velv-casdset,4216,Rise of Hephaestus,1,10,286,130,6,,0.83,60.4,54.7,
1617velv-casdset,11212,The Clueless,2,10,272,125,6,,0.83,63.4,56.4,
1617velv-casdset,3848,Shockwave,3,9,282,90,6,,0.75,43.0,39.3,
1617velv-casdset,11411,Cherry Pi,4,8,146,120,6,,0.67,22.8,24.4,
1617velv-casdset,4262,Ridgebots,5,7,281,80,6,,0.58,31.2,31.0,
1617velv-casdset,9266,Pyrobots,6,7,201,70,6,,0.58,12.9,14.3,
1617velv-casdset,6074,RAWALA (Robot Assemblers With A Long Acronym),7,7,172,60,6,,0.58,0.9,6.7,
1617velv-casdset,12073,The Trisectors,8,6,281,80,6,,0.50,24.1,25.4,
1617velv-casdset,9164,Zorrobots,9,5,320,130,6,,0.42,54.7,50.1,
1617velv-casdset,10221,Robotx,10,4,235,85,6,,0.33,7.5,11.9,
1617velv-casdset,11350,Sloth Slowbotics,11,4,218,90,6,,0.33,18.7,20.5,
1617velv-casdset,11656,Neutron Stars,12,4,201,125,6,,0.33,33.6,31.8,
1617velv-casdset,8906,ROARbots,13,4,197,50,6,,0.33,6.0,9.6,
1617velv-casdset,11288,Seminerds,14,3,218,80,6,,0.25,12.4,13.5,
1617velv-casdset,5131,Pointers,15,2,188,65,6,,0.17,11.2,12.5,
1617velv-inso,8149,Red Alert: Panic in the Build Room,1,10,157,100,5,SC,1.00,56.8,47.7,
1617velv-inso,9766,Tribe Tech Robotics,2,8,181,95,5,WC,0.80,68.8,55.6,
1617velv-inso,11959,Kernel Panic,3,8,175,100,5,SC,0.80,33.4,33.7,
1617velv-inso,535,Tobor,4,8,165,90,5,FC,0.80,35.9,29.3,
1617velv-inso,9789,TOXIC,5,8,155,105,5,W1,0.80,79.9,66.5,
1617velv-inso,10755,The Technomages,6,8,141,90,5,,0.80,19.5,23.3,
1617velv-inso,8793,Greenwood Robotics,7,8,127,95,5,,0.80,16.5,22.5,
1617velv-inso,9790,Vier Left,8,8,71,100,5,S1,0.80,29.9,29.5,
1617velv-inso,6190,Red Alert CyberStorm,9,8,70,80,5,,0.80,18.6,21.1,
1617velv-inso,3537,The MechaHampsters,10,7,190,90,5,S1,0.70,49.4,42.1,
1617velv-inso,6194,Radical Change,11,6,100,115,5,,0.60,35.9,31.3,
1617velv-inso,8791,Green Machine,12,6,55,115,5,S2,0.60,31.9,28.0,
1617velv-inso,11398,Wired Knights,13,6,41,75,5,F1,0.60,2.9,9.3,
1617velv-inso,10950,PHMS - Geared Gals,14,5,80,40,5,,0.50,-5.1,1.5,
1617velv-inso,9864,Shoals Jr/Sr Jugrox,15,4,155,60,5,,0.40,29.8,24.6,
1617velv-inso,8435,KnightBots,16,4,137,105,5,,0.40,8.7,16.6,
1617velv-inso,7234,Cville-ized Botman,17,4,95,85,5,W2,0.40,10.9,13.9,
1617velv-inso,9816,Tigears,18,4,70,80,5,,0.40,6.5,9.0,
1617velv-inso,10126,SFS Stands for Something,19,3,76,80,5,,0.30,14.1,13.4,
1617velv-inso,8971,Diamond Blades,20,2,120,55,5,,0.20,-4.0,3.9,
1617velv-inso,8578,Juden-Ki Robotics,21,2,110,40,5,,0.20,12.9,12.3,
1617velv-inso,7790,Tektonic Ninjas,22,2,105,70,5,,0.20,3.8,8.1,
1617velv-inso,10948,PHMS Engineer Pioneers,23,2,105,60,5,,0.20,12.7,12.7,
1617velv-inso,4217,ROAR (Robots On A Rampage),24,2,100,50,5,S2,0.20,11.5,13.8,
1617velv-inso,11262,Patriot Bot,25,2,91,45,5,,0.20,12.7,13.0,
1617velv-inso,10621,North Robotics,26,2,90,35,5,,0.20,-0.6,3.3,
1617velv-inso,11329,ICE Robotics,27,2,54,50,5,,0.20,7.8,8.4,
1617velv-inso,10133,Machines of Mayhem,28,1,220,90,5,F2,0.10,9.6,14.6,
1617velv-mibr,5618,Control Freaks RED,1,10,229,130,5,WC,1.00,61.4,59.5,
1617velv-mibr,6482,Red Storm Robotics-Red,2,10,138,120,5,FC,1.00,39.5,39.4,
1617velv-mibr,5391,Enigma Puzzlers,3,8,313,130,5,SC,0.80,78.0,68.1,
1617velv-mibr,7837,The Thunder Colts,4,8,275,111,5,SC,0.80,52.9,47.7,
1617velv-mibr,7911,NC GEARS,5,8,177,130,5,F1,0.80,56.7,49.9,
1617velv-mibr,6494,Control Freaks WHITE,6,6,302,120,5,W1,0.60,75.0,63.1,
1617velv-mibr,5385,Enigma Riddlers,7,6,285,125,5,S1,0.60,60.6,52.4,
1617velv-mibr,6043,NC GEARS,8,6,253,101,5,S1,0.60,46.0,43.0,
1617velv-mibr,9499,Destrobots,9,6,239,111,5,,0.60,14.5,21.2,
1617velv-mibr,10024,Twisted Devils Black,10,6,194,105,5,,0.60,18.5,25.3,
1617velv-mibr,10104,That OTHER Team,11,6,189,85,5,S2,0.60,15.2,18.9,
1617velv-mibr,11217,Plainwell Stem Academy,12,6,186,101,5,F2,0.60,41.9,37.2,
1617velv-mibr,11153,The Lightning Colts,13,6,109,105,5,,0.60,8.2,16.9,
1617velv-mibr,9087,Twisted Devils Green,14,6,75,65,5,S2,0.60,25.6,22.8,
1617velv-mibr,5960,Iron Dams,15,4,163,83,5,,0.40,16.1,16.8,
1617velv-mibr,11940,Reed City Middle School,16,4,155,111,5,,0.40,26.1,26.8,
1617velv-mibr,11266,Black River,17,4,153,66,5,,0.40,21.8,22.2,
1617velv-mibr,10031,Red Storm Robotics-Blue,18,4,102,130,5,W2,0.40,19.3,19.9,
1617velv-mibr,11616,Wire-Catz,19,2,179,83,5,,0.20,35.2,28.3,
1617velv-mibr,9133,Robo Dawgs,20,2,154,105,5,,0.20,4.0,12.4,
1617velv-mibr,10319,Shawmut Hills,21,2,105,50,5,,0.20,-13.2,-3.8,
1617velv-mibr,5292,Red Storm Robotics-White,22,0,224,76,5,,0.00,5.3,11.7,
1617velv-mibr,7238,Blue and White Lightning Strikes,23,0,136,47,5,,0.00,14.8,13.6,
1617velv-mibr,9476,Advanced Skilltronics,24,0,133,50,5,,0.00,-5.4,2.9,
1617velv-mica,7902,Da Cows,1,10,140,135,5,WC,1.00,75.0,67.7,
1617velv-mica,5289,Martians,2,10,90,116,5,W1,1.00,65.8,57.4,
1617velv-mica,10176,Robotex,3,10,85,135,5,SC,1.00,49.0,43.9,
1617velv-mica,5237,Loose Screws,4,8,153,90,5,S1,0.80,45.1,40.7,
1617velv-mica,7901,Bulldozers,5,8,123,116,5,FC,0.80,19.2,22.8,
1617velv-mica,11932,Tech Dogs,6,8,71,60,5,SC,0.80,24.2,21.9,
1617velv-mica,7255,STEAM Stingers,7,7,78,85,5,S1,0.70,13.6,15.4,
1617velv-mica,8579,Classical Engineers,8,7,73,70,5,S2,0.70,6.4,11.0,
1617velv-mica,7048,Purple Protons,9,6,185,95,5,F1,0.60,47.9,41.1,
