TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm, 
1617velv-mica,8511,Gryphon Bots,10,6,108,135,5,,0.60,35.1,34.4,
1617velv-mica,10035,Robo Rangers,11,6,95,75,5,,0.60,12.0,14.5,
1617velv-mica,8753,The Eagles,12,6,60,70,5,S2,0.60,21.5,20.3,
1617velv-mica,9895,Robohills,13,6,41,90,5,,0.60,16.7,18.3,
1617velv-mica,7049,Omega Warriors,14,6,28,102,5,W2,0.60,22.8,22.7,
1617velv-mica,10611,MooTech,15,5,110,44,5,,0.50,19.6,17.4,
1617velv-mica,8492,Titanium Trojans,16,5,103,102,5,,0.50,39.4,35.2,
1617velv-mica,10262,Pioneer Pandas,17,4,162,85,5,,0.40,43.9,38.4,
1617velv-mica,7043,Golden Gears,18,4,148,100,5,,0.40,29.4,27.4,
1617velv-mica,10620,Pioneer Circuit Breakers,19,4,135,55,5,,0.40,6.6,12.2,
1617velv-mica,12085,ROMS Robotics 1,20,4,129,105,5,,0.40,13.6,13.7,
1617velv-mica,10477,Rapid Robots,21,4,125,90,5,,0.40,28.4,26.1,
1617velv-mica,11679,Titanium Trojans Too,22,4,122,55,5,,0.40,10.3,13.4,
1617velv-mica,7313,Eagle Robotics,23,4,121,76,5,,0.40,7.0,12.1,
1617velv-mica,11668,To Bee Determined,24,4,96,90,5,,0.40,17.5,18.2,
1617velv-mica,11759,ATA Inventors IV,25,4,93,62,5,,0.40,3.5,7.7,
1617velv-mica,9841,Liberty Lions,26,4,82,65,5,,0.40,2.9,7.3,
1617velv-mica,7325,Screaming Eagles,27,4,80,115,5,,0.40,14.3,16.5,
1617velv-mica,11769,Pioneer Robotics 3,28,4,37,90,5,,0.40,21.0,19.7,
1617velv-mica,7693,TECHNADOS,29,2,196,70,5,F2,0.20,39.0,33.3,
1617velv-mica,8603,The Fighting Gnomes,30,2,90,55,5,,0.20,8.2,10.9,
1617velv-mica,12111,ROMS Robotics 2,31,2,63,30,5,,0.20,-0.3,2.6,
1617velv-mica,11933,Lock Jaw,32,2,38,40,5,,0.20,0.2,3.9,
1617velv-mica,9842,Fighting Lions,33,0,155,70,5,,0.00,12.4,13.9,
1617velv-mica,10425,A Flock of Nerds,34,0,65,50,5,,0.00,-14.0,-6.6,
1617velv-migl,11691,Scripps Dragons,1,10,330,110,5,WC,1.00,64.0,58.3,
1617velv-migl,6294,Bionic Bots,2,10,200,135,5,FC,1.00,42.5,39.8,
1617velv-migl,10309,TechnoHuskies,3,10,186,115,5,SC,1.00,55.8,51.1,
1617velv-migl,8533,CSPA Miners,4,8,311,125,5,SC,0.80,64.3,55.9,
1617velv-migl,5957,Sonic Eagles,5,8,254,135,5,F1,0.80,69.9,64.1,
1617velv-migl,10653,SASA DRAGATRONS,6,8,178,120,5,S2,0.80,37.5,38.3,
1617velv-migl,11933,Lock Jaw,7,8,112,63,5,,0.80,12.5,16.9,
1617velv-migl,10484,Cyber Knights,8,8,103,80,5,,0.80,14.4,16.9,
1617velv-migl,10180,Stein,9,8,75,130,5,,0.80,41.9,38.5,
1617velv-migl,9931,Maelstrom,10,6,264,100,5,F2,0.60,42.9,40.3,
1617velv-migl,8593,No Limits,11,6,262,125,5,S1,0.60,38.2,38.8,
1617velv-migl,5290,Steel Eagles,12,6,222,115,5,W1,0.60,50.5,46.3,
1617velv-migl,8240,RoboHawks,13,6,163,55,5,,0.60,16.6,17.8,
1617velv-migl,10779,Short Circuit Spartans,14,6,123,80,5,,0.60,23.8,23.4,
1617velv-migl,8239,Vicious Vassar Vulcans,15,6,123,72,5,,0.60,19.6,21.7,
1617velv-migl,10601,Calvary Baptist Academy,16,6,102,80,5,,0.60,25.7,25.0,
1617velv-migl,8369,Tigers Robotics,17,4,198,95,5,S2,0.40,40.9,35.8,
1617velv-migl,11767,Meridian Jr. Mustangs,18,4,198,70,5,,0.40,12.0,16.0,
1617velv-migl,11244,Fierce Avengers,19,4,177,119,5,,0.40,42.9,38.1,
1617velv-migl,10202,Reese Rockets Middle School Robotics,20,4,170,100,5,,0.40,20.9,21.2,
1617velv-migl,10297,to be determined,21,4,142,41,5,,0.40,-3.6,3.6,
1617velv-migl,12184,RoboCreek,22,4,130,50,5,,0.40,13.8,13.7,
1617velv-migl,10805,MicroCreek,23,4,121,92,5,,0.40,18.2,18.9,
1617velv-migl,11932,Tech Dogs,24,4,103,119,5,,0.40,25.0,25.2,
1617velv-migl,10757,Bluewaves,25,4,51,75,5,,0.40,13.7,13.6,
1617velv-migl,9020,iCreek,26,4,23,90,5,,0.40,11.8,13.7,
1617velv-migl,9720,Whittemore-Prescott Jr. Robocards,27,2,210,80,5,,0.20,26.9,25.9,
1617velv-migl,5386,Fabricators,28,2,184,60,5,,0.20,24.7,23.8,
1617velv-migl,10844,Wildbots,29,2,175,95,5,,0.20,15.6,17.0,
1617velv-migl,10699,Purple Robotics Dragons,30,2,153,106,5,,0.20,11.2,13.4,
1617velv-migl,10438,Ein,31,2,117,47,5,,0.20,9.3,12.8,
1617velv-migl,6134,Black Frogs,32,2,106,45,5,W2,0.20,10.9,12.0,
1617velv-migl,10615,Jefferson CyDogs,33,2,68,43,5,S1,0.20,1.0,3.9,
1617velv-migl,10698,WMS Warriors,34,0,80,30,5,,0.00,-3.4,1.7,
1617velv-migl,10713,White Pine RoboHawks,35,0,75,45,5,,0.00,-5.7,-0.2,
1617velv-mipe,9221,Nerd Herd,1,10,176,120,5,WC,1.00,53.5,47.7,
1617velv-mipe,8487,Robo Toasters Orange,2,8,205,90,5,SC,0.80,57.3,48.6,
1617velv-mipe,11708,Calumet Cyborgs,3,8,180,80,5,FC,0.80,22.8,23.5,
1617velv-mipe,10040,Robotic Narwhals,4,8,150,115,5,SC,0.80,33.8,31.7,
1617velv-mipe,10474,Artificial Intellegence,5,8,131,115,5,F1,0.80,47.9,42.8,
1617velv-mipe,7837,The Thunder Colts,6,8,115,120,5,W1,0.80,50.2,44.8,
1617velv-mipe,8621,G3: Geeks Gears & Gadgets Blue,7,8,96,85,5,S1,0.80,6.2,11.0,
1617velv-mipe,11276,Dream Machine,8,8,70,72,5,S1,0.80,11.0,15.5,
1617velv-mipe,11717,Baker Bobcats,9,6,140,90,5,,0.60,38.8,34.9,
1617velv-mipe,10108,N.I.T.,10,6,136,75,5,,0.60,25.0,25.6,
1617velv-mipe,11885,The Robotic Lakers,11,6,101,60,5,S2,0.60,6.1,9.9,
1617velv-mipe,11735,Robo Toasters Blue,12,4,155,85,5,W2,0.40,27.9,27.6,
1617velv-mipe,10062,Robogators,13,4,150,90,5,F2,0.40,24.2,23.5,
1617velv-mipe,12255,Rudyard Steampunks,14,4,102,60,5,S2,0.40,16.6,16.2,
1617velv-mipe,10124,Trial and Error,15,4,55,50,5,,0.40,-4.4,1.9,
1617velv-mipe,10041,Blackrock Bots,16,2,180,80,5,,0.20,22.5,21.1,
1617velv-mipe,5954,Lightning Boltz,17,2,165,100,5,,0.20,17.5,19.2,
1617velv-mipe,5976,Brandon Tech,18,2,150,90,5,,0.20,4.7,10.9,
1617velv-mipe,11861,The Yooper Troopers,19,2,81,30,5,,0.20,-1.1,3.0,
1617velv-mipe,12075,Menominee Jr High,20,2,60,46,5,,0.20,10.3,8.9,
1617velv-mipe,10723,SnowBots,21,0,150,35,5,,0.00,25.9,23.4,
1617velv-mipe,5411,G3 Geeks Gears and Gadgets Green,22,0,100,35,5,,0.00,2.9,6.3,
1617velv-miff,6155,MegaBots,1,10,175,106,5,SC,1.00,78.3,66.5,
1617velv-miff,10477,Rapid Robots,2,10,170,105,5,FC,1.00,81.6,68.6,
1617velv-miff,10474,Artificial Intellegence,3,8,145,90,5,SC,0.80,33.6,32.4,
1617velv-miff,9908,The Killer Coders,4,8,140,145,5,WC,0.80,74.9,61.7,
1617velv-miff,11870,West Bloomfield Veagle Vortex,5,8,130,75,5,F1,0.80,40.7,35.7,
1617velv-miff,11668,To Bee Determined,6,8,87,75,5,F2,0.80,31.1,26.7,
1617velv-miff,7255,STEAM Stingers,7,8,65,65,5,,0.80,17.2,18.9,
1617velv-miff,10108,N.I.T.,8,6,165,105,5,S1,0.60,9.0,13.1,
1617velv-miff,6225,Synergy,9,6,132,40,5,S2,0.60,20.1,18.4,
1617velv-miff,11679,Titanium Trojans Too,10,6,122,90,5,,0.60,18.5,18.9,
1617velv-miff,8487,Robo Toasters Orange,11,6,100,145,5,S1,0.60,21.0,25.8,
1617velv-miff,8377,Munger Mechanical Lions,12,6,95,94,5,,0.60,10.1,12.7,
1617velv-miff,11432,SAY Play Warriors 1,13,6,87,51,5,,0.60,25.9,21.5,
1617velv-miff,11305,Vallibots,14,6,76,75,5,,0.60,17.6,20.0,
1617velv-miff,10812,STEM-Bots,15,6,52,83,5,,0.60,11.1,14.0,
1617velv-miff,11176,Panthers,16,5,204,80,5,,0.50,21.1,22.6,
1617velv-miff,6294,Bionic Bots,17,5,190,60,5,S2,0.50,29.5,26.8,
1617velv-miff,11254,Robo Rhinos,18,5,180,65,5,,0.50,28.0,25.4,
1617velv-miff,11735,Robo Toasters Blue,19,5,176,80,5,W1,0.50,42.8,36.9,
1617velv-miff,11438,SAY Play Warriors 2,20,5,139,50,5,,0.50,9.1,12.0,
1617velv-miff,11749,Imagination Patriots,21,5,138,55,5,,0.50,11.4,14.3,
1617velv-miff,11276,Dream Machine,22,4,123,31,5,,0.40,11.5,13.2,
1617velv-miff,8753,The Eagles,23,4,117,40,5,,0.40,11.3,12.9,
1617velv-miff,11013,AHCS Cougars,24,4,74,95,5,,0.40,6.2,9.2,
1617velv-miff,8492,Titanium Trojans,25,3,140,80,5,W2,0.30,4.8,10.8,
1617velv-miff,10280,TechnoLions,26,3,127,70,5,,0.30,4.3,10.2,
1617velv-miff,11632,Dunkin' DoBots,27,3,105,95,5,,0.30,2.1,7.1,
1617velv-miff,11726,Hack 29th St.,28,3,99,40,5,,0.30,11.0,11.1,
1617velv-miff,9028,A.D.E.P.T.,29,3,95,106,5,,0.30,6.6,10.9,
1617velv-miff,8603,The Fighting Gnomes,30,2,120,30,5,,0.20,15.8,14.5,
1617velv-miff,11340,Indigo League,31,2,85,35,5,,0.20,-5.7,1.5,
1617velv-miff,8376,Team TACO,32,1,140,60,5,,0.10,10.3,11.9,
1617velv-miff,9933,GBEMS - Blazin' Turtle,33,0,100,40,5,,0.00,8.4,8.8,
1617velv-miff,10210,Aztechs,34,0,71,31,5,,0.00,5.5,6.5,
1617velv-mimary,10016,Clarkston Robowolves,1,10,210,90,5,WC,1.00,49.8,46.6,
1617velv-mimary,9819,RoboRats,2,10,191,130,5,SC,1.00,56.1,52.4,
1617velv-mimary,10614,Marysville Jr-ViBots,3,10,172,155,5,S1,1.00,58.1,57.6,
1617velv-mimary,8580,Oakview CyberDragons,4,8,255,145,5,FC,0.80,46.1,44.4,
1617velv-mimary,5291,TOWR The Oxford Wildcats Robotics,5,8,252,155,5,SC,0.80,73.4,64.3,
1617velv-mimary,7253,Raging Robots,6,8,222,165,5,F2,0.80,59.9,55.6,
1617velv-mimary,7043,Golden Gears,7,8,211,130,5,S2,0.80,48.3,47.9,
1617velv-mimary,7065,Molten Metal,8,8,205,125,5,,0.80,37.8,37.9,
1617velv-mimary,11717,Baker Bobcats,9,8,190,110,5,,0.80,36.8,37.0,
1617velv-mimary,11230,OMS ElektraKatz,10,8,158,130,5,S1,0.80,34.5,35.6,
1617velv-mimary,8845,the wild bees,11,6,290,125,5,W1,0.60,57.5,52.1,
1617velv-mimary,8688,Marysville Jr Vi-Bots,12,6,250,145,5,F1,0.60,51.0,48.1,
1617velv-mimary,11394,PixelBotics,13,6,245,110,5,,0.60,42.2,38.6,
1617velv-mimary,7049,Omega Warriors,14,6,230,95,5,W2,0.60,39.0,37.2,
1617velv-mimary,7048,Purple Protons,15,6,225,125,5,S2,0.60,42.4,41.8,
1617velv-mimary,8935,Twisted Metal,16,6,180,165,5,,0.60,62.6,56.3,
1617velv-mimary,7045,BLOWNFUSES,17,6,180,125,5,,0.60,36.8,37.2,
1617velv-mimary,8787,Pirates,18,6,125,100,5,,0.60,20.0,22.4,
1617velv-mimary,11520,Omegabots,19,6,115,81,5,,0.60,8.1,14.2,
1617velv-mimary,7138,Mechanical Mayhem,20,4,260,125,5,,0.40,46.3,41.1,
1617velv-mimary,11196,madgamerz,21,4,245,75,5,,0.40,21.3,24.0,
1617velv-mimary,7067,Junkyard Bots,22,4,240,75,5,,0.40,9.9,17.1,
1617velv-mimary,8615,iSpartans,23,4,220,120,5,,0.40,24.3,25.0,
1617velv-mimary,11231,Cyborg Cats,24,4,181,145,5,,0.40,46.7,39.7,
1617velv-mimary,11360,Space Unicorns,25,4,145,80,5,,0.40,12.3,15.1,
1617velv-mimary,7254,N.E.R.D.S. (Nerdy Engineering Robotic Design Students,26,2,295,125,5,,0.20,59.4,51.5,
1617velv-mimary,7066,The Juggernauts,27,2,197,80,5,,0.20,-5.3,4.8,
1617velv-mimary,9572,ChatterBolts,28,2,188,66,5,,0.20,9.7,14.1,
1617velv-mimary,10019,Eppler Robo-TICS,29,2,186,55,5,,0.20,-0.3,7.4,
1617velv-mimary,9496,ChatterBots,30,2,185,70,5,,0.20,6.8,11.6,
1617velv-mimary,10611,MooTech,31,2,180,80,5,,0.20,28.8,26.5,
1617velv-mimary,10425,A Flock of Nerds,32,2,163,57,5,,0.20,13.6,15.7,
1617velv-mimary,12072,BWV Jr. Robosapiens,33,2,136,100,5,,0.20,8.1,11.6,
1617velv-mimary,8133,Bionic Sailors,34,0,235,65,5,,0.00,26.6,25.7,
1617velv-mimary,9861,Cavalier Cougars,35,0,196,85,5,,0.00,14.6,17.2,
1617velv-mimary,11489,Tsunami Samurai,36,0,130,65,5,,0.00,1.6,6.7,
1617velv-mimas,10255,RoboDux,1,10,220,115,5,WC,1.00,66.6,59.4,
1617velv-mimas,6079,Bionic Broncos,2,10,140,115,5,FC,1.00,49.2,44.5,
1617velv-mimas,8646,Team KAOS,3,10,110,80,5,W1,1.00,57.4,48.1,
1617velv-mimas,7085,F.L.A.G. Fight Like a Girl,4,8,167,80,5,SC,0.80,19.8,21.4,
1617velv-mimas,7047,Mechanical Monkeys,5,8,155,65,5,F1,0.80,40.7,34.9,
1617velv-mimas,11244,Fierce Avengers,6,8,138,110,5,,0.80,32.6,30.9,
1617velv-mimas,10645,Hornet Hackers,7,8,100,65,5,SC,0.80,15.3,17.0,
1617velv-mimas,5663,Twisted Devils Red,8,8,67,35,5,S1,0.80,2.6,5.5,
1617velv-mimas,5980,Titanium Tech Vikes,9,6,190,80,5,S2,0.60,31.1,28.3,
1617velv-mimas,9070,Techno Warriors,10,6,186,75,5,S2,0.60,29.0,26.1,
1617velv-mimas,7360,The Screwdrivers,11,6,140,45,5,,0.60,12.1,14.0,
1617velv-mimas,10538,Team KILT,12,6,135,90,5,W2,0.60,38.9,36.9,
1617velv-mimas,7479,Techno Hawks - Red Team,13,6,112,105,5,,0.60,19.8,21.1,
1617velv-mimas,7792,Nindroids,14,6,110,95,5,,0.60,24.2,23.5,
1617velv-mimas,10552,Concord Bot,15,6,106,50,5,,0.60,11.5,13.7,
1617velv-mimas,11617,Chelsea Glitch,16,6,80,35,5,,0.60,7.5,8.9,
1617velv-mimas,8613,Password,17,6,75,65,5,,0.60,-0.3,6.3,
1617velv-mimas,7688,Clarkston Crew,18,4,135,55,5,,0.40,16.5,16.9,
1617velv-mimas,7445,Techno Hawks - Black Team,19,4,127,71,5,,0.40,23.1,22.1,
1617velv-mimas,10315,Tech Hawks,20,4,117,50,5,,0.40,16.4,15.3,
1617velv-mimas,11637,Grease Wolves,21,4,115,65,5,,0.40,-0.9,6.0,
1617velv-mimas,9297,Droid Technicians (Blue),22,4,107,77,5,,0.40,16.4,18.0,
1617velv-mimas,8734,Actuators,23,4,105,80,5,F2,0.40,14.7,16.8,
1617velv-mimas,6359,Bruin Bots,24,4,100,90,5,,0.40,19.5,19.2,
1617velv-mimas,11729,Chelsea Crash,25,4,92,60,5,,0.40,2.6,6.4,
1617velv-mimas,12362,Droid Technicians (Red),26,4,72,40,5,,0.40,7.3,9.0,
1617velv-mimas,10644,CyBugs,27,2,195,90,5,,0.20,31.7,30.1,
1617velv-mimas,7668,Trojanbots,28,2,155,80,5,,0.20,10.4,13.0,
1617velv-mimas,10297,to be determined,29,2,155,65,5,,0.20,26.2,23.5,
1617velv-mimas,6811,Hardcore Hard Drives,30,2,120,55,5,,0.20,5.0,8.0,
1617velv-mimas,11618,Chelsea Gremlins,31,2,107,55,5,,0.20,7.7,8.9,
1617velv-mimas,8027,Twisted Devils Blue,32,2,99,40,5,,0.20,5.6,7.4,
1617velv-mimas,11129,RoboTitans,33,2,80,60,5,,0.20,11.4,10.8,
1617velv-mimas,6283,Platinum Tech Vikes,34,0,205,75,5,S1,0.00,22.0,21.5,
1617velv-mimas,11713,Southwest Community Campus GR,35,0,120,35,5,,0.00,8.2,9.6,
1617velv-mial,10255,RoboDux,1,10,338,170,5,WC,1.00,99.0,86.8,
1617velv-mial,7253,Raging Robots,2,10,219,145,5,FC,1.00,60.6,52.8,
1617velv-mial,6043,NC GEARS,3,8,293,125,5,W1,0.80,68.8,61.4,
1617velv-mial,10474,Artificial Intellegence,4,8,267,155,5,SC,0.80,54.4,51.5,
1617velv-mial,7911,NC GEARS,5,8,230,170,5,F1,0.80,65.9,60.9,
1617velv-mial,11987,East Grand Rapids Middle School,6,8,161,75,5,SC,0.80,15.5,19.5,
1617velv-mial,5663,Twisted Devils Red,7,8,154,95,5,,0.80,24.5,26.4,
1617velv-mial,7023,HexaSonics,8,6,301,110,5,,0.60,59.7,53.7,
1617velv-mial,10037,M.A.R.S. Mini Rovers,9,6,274,115,5,W2,0.60,65.2,55.7,
1617velv-mial,10818,Bronco Robotics,10,6,242,115,5,,0.60,18.9,24.8,
1617velv-mial,7254,N.E.R.D.S. (Nerdy Engineering Robotic Design Students,11,6,234,95,5,F2,0.60,44.0,40.9,
1617velv-mial,11321,Engineers Delta,12,6,224,105,5,,0.60,34.7,33.2,
1617velv-mial,8529,Team R.O.B.O.T.I.C.S.,13,6,215,80,5,,0.60,42.9,38.5,
1617velv-mial,11317,Engineers,14,6,164,145,5,,0.60,20.0,24.5,
1617velv-mial,9720,Whittemore-Prescott Jr. Robocards,15,6,148,100,5,,0.60,18.9,21.5,
1617velv-mial,11228,Cityside Middle School,16,6,132,85,5,,0.60,28.2,27.9,
1617velv-mial,11266,Black River,17,6,121,87,5,,0.60,27.3,26.3,
1617velv-mial,5384,Emergency Situation Evacuate Now,18,6,120,140,5,S2,0.60,29.3,29.5,
1617velv-mial,6070,WOW - West Ottawa Warriors,19,6,96,60,5,,0.60,19.9,21.3,
1617velv-mial,11728,WOW - West Ottawa Wizards,20,6,95,45,5,,0.60,0.9,5.9,
1617velv-mial,8027,Twisted Devils Blue,21,4,232,125,5,S1,0.40,38.9,35.9,
1617velv-mial,9404,CAF,22,4,202,110,5,,0.40,22.3,25.5,
1617velv-mial,11616,Wire-Catz,23,4,200,87,5,,0.40,20.6,24.0,
1617velv-mial,10024,Twisted Devils Black,24,4,93,56,5,,0.40,13.7,15.5,
1617velv-mial,5383,Neutrinos Breaking the Laws of Physics,25,2,262,85,5,S1,0.20,24.7,25.6,
1617velv-mial,5641,Devil bots red team,26,2,201,105,5,,0.20,9.1,13.7,
1617velv-mial,7772,P.A.N.T.H.E.R.S.,27,2,199,130,5,,0.20,26.9,27.1,
1617velv-mial,8932,Wildcats,28,2,194,80,5,,0.20,11.4,15.4,
1617velv-mial,9087,Twisted Devils Green,29,2,140,90,5,S2,0.20,20.6,21.3,
1617velv-mial,11846,Wayland Wildcat Cat-a-Tech-Nics,30,2,140,55,5,,0.20,2.8,8.3,
1617velv-mial,11851,East Grand Rapids Middle School,31,2,131,78,5,,0.20,5.9,8.4,
1617velv-mial,11318,Engineers Bravo,32,2,109,60,5,,0.20,-3.9,3.3,
1617velv-mial,11531,Techno Trojans,33,2,108,63,5,,0.20,1.5,6.4,
1617velv-mial,8733,RoboVikings,34,2,104,50,5,,0.20,14.5,13.7,
1617velv-mial,10615,Jefferson CyDogs,35,2,98,60,5,,0.20,14.0,14.2,
1617velv-miho,8533,CSPA Miners,1,10,283,240,5,FC,1.00,102.7,90.6,
1617velv-miho,5290,Steel Eagles,2,10,242,135,5,F1,1.00,72.3,64.1,
1617velv-miho,10803,McU-Bots,3,10,180,136,5,SC,1.00,31.2,34.2,
1617velv-miho,8593,No Limits,4,10,167,155,5,WC,1.00,41.4,42.5,
1617velv-miho,10538,Team KILT,5,10,160,180,5,SC,1.00,69.9,67.1,
1617velv-miho,7693,TECHNADOS,6,8,207,175,5,W1,0.80,64.1,57.2,
1617velv-miho,11637,Grease Wolves,7,8,200,120,5,,0.80,36.3,35.8,
1617velv-miho,10016,Clarkston Robowolves,8,8,176,105,5,W2,0.80,31.1,31.4,
1617velv-miho,5957,Sonic Eagles,9,8,175,180,5,S1,0.80,83.5,71.2,
1617velv-miho,10614,Marysville Jr-ViBots,10,6,260,115,5,,0.60,49.2,44.8,
1617velv-miho,10019,Eppler Robo-TICS,11,6,242,240,5,,0.60,44.9,43.4,
1617velv-miho,11691,Scripps Dragons,12,6,222,80,5,F2,0.60,36.1,35.3,
1617velv-miho,11193,Flying DutchBots,13,6,200,100,5,,0.60,52.6,47.5,
1617velv-miho,11739,Cyborg Wolves,14,6,160,165,5,,0.60,33.4,35.8,
1617velv-miho,10546,Knightmares,15,6,141,55,5,,0.60,16.8,18.9,
1617velv-miho,8688,Marysville Jr Vi-Bots,16,4,380,110,5,,0.40,78.3,67.0,
1617velv-miho,7140,2 Liggett 2 Quit,17,4,255,135,5,,0.40,23.2,27.7,
1617velv-miho,8531,GA Bots,18,4,253,115,5,,0.40,12.3,17.3,
1617velv-miho,9020,iCreek,19,4,251,110,5,,0.40,19.4,23.7,
1617velv-miho,11367,Omegabots,20,4,250,85,5,,0.40,29.0,30.9,
1617velv-miho,11360,Space Unicorns,21,4,234,85,5,,0.40,28.3,28.7,
1617velv-miho,7688,Clarkston Crew,22,4,231,90,5,S2,0.40,21.0,23.4,
1617velv-miho,11705,JC Strong Bots,23,4,196,75,5,,0.40,-12.2,1.0,
1617velv-miho,8646,Team KAOS,24,4,190,85,5,S2,0.40,28.8,28.8,
1617velv-miho,6225,Synergy,25,4,175,175,5,,0.40,28.2,28.4,
1617velv-miho,11618,Chelsea Gremlins,26,4,140,105,5,,0.40,14.9,18.2,
1617velv-miho,11729,Chelsea Crash,27,4,108,40,5,,0.40,-11.5,-2.3,
1617velv-miho,11129,RoboTitans,28,2,221,80,5,S1,0.20,28.5,26.7,
1617velv-miho,10812,STEM-Bots,29,2,173,65,5,,0.20,15.5,17.7,
1617velv-miho,11305,Vallibots,30,2,170,72,5,,0.20,24.8,24.3,
1617velv-miho,11617,Chelsea Glitch,31,2,165,95,5,,0.20,16.5,16.1,
1617velv-miho,7643,Tiger Tech,32,2,151,85,5,,0.20,29.1,26.5,
1617velv-miho,10805,MicroCreek,33,2,129,61,5,,0.20,21.2,20.7,
1617velv-miho,11356,Robosonics,34,2,122,50,5,,0.20,9.5,12.1,
1617velv-miho,10545,Atomic Bombs,35,0,160,65,5,,0.00,-2.6,4.9,
1617velv-miho,7031,Battle Blazers,36,0,87,32,5,,0.00,-1.4,3.4,
1617velv-miscs,7228,Stryke Force - Special Air Service,1,10,276,166,5,SC,1.00,51.8,49.1,
1617velv-miscs,8239,Vicious Vassar Vulcans,2,8,214,166,5,FC,0.80,57.1,50.7,
1617velv-miscs,5618,Control Freaks RED,3,8,175,110,5,SC,0.80,25.8,28.0,
1617velv-miscs,9476,Advanced Skilltronics,4,8,150,80,5,WC,0.80,12.8,15.6,
1617velv-miscs,5386,Fabricators,5,6,245,95,5,S1,0.60,58.8,51.5,
1617velv-miscs,11762,Metal Storm,6,6,229,60,5,,0.60,20.2,21.9,
1617velv-miscs,6494,Control Freaks WHITE,7,6,202,110,5,F1,0.60,41.0,39.2,
1617velv-miscs,11254,Robo Rhinos,8,6,198,85,5,W1,0.60,27.1,27.2,
1617velv-miscs,10028,Mech Tribe,9,6,161,120,5,,0.60,25.4,27.1,
1617velv-miscs,11855,JoeBots,10,6,155,110,5,,0.60,17.8,19.6,
1617velv-miscs,10309,TechnoHuskies,11,6,149,120,5,S2,0.60,58.2,51.7,
1617velv-miscs,11870,West Bloomfield Veagle Vortex,12,6,149,100,5,S1,0.60,31.5,31.4,
1617velv-miscs,11217,Plainwell Stem Academy,13,6,136,85,5,F2,0.60,18.6,21.5,
1617velv-miscs,11786,2PawsRoboticsJr,14,6,101,95,5,,0.60,15.4,16.8,
1617velv-miscs,5449,High Voltage,15,6,85,90,5,,0.60,7.3,11.5,
1617velv-miscs,8553,Stryke Force - Screaming Eagles,16,4,174,140,5,W2,0.40,53.9,48.7,
1617velv-miscs,9133,Robo Dawgs,17,4,112,45,5,,0.40,3.3,6.9,
1617velv-miscs,8513,JoeBots,18,2,265,110,5,S2,0.20,47.3,42.8,
1617velv-miscs,12101,Bangor Middle School,19,2,180,70,5,,0.20,14.9,16.3,
1617velv-miscs,9855,Mattawan FTC RoboKats,20,2,163,56,5,,0.20,15.3,16.0,
1617velv-miscs,9376,LMS Lancers,21,2,153,140,5,,0.20,34.1,31.5,
1617velv-miscs,11714,Burr Oak BossCats,22,2,106,110,5,,0.20,12.1,15.4,
