TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm, 
1617velv-miscs,9499,Destrobots,23,2,96,65,5,,0.20,9.9,12.1,
1617velv-miscs,9883,Mighty Michigan Mechanics - M3,24,0,118,60,5,,0.00,-7.3,-0.4,
1617velv-migk,7138,Mechanical Mayhem,1,10,245,180,5,WC,1.00,102.5,86.2,
1617velv-migk,8935,Twisted Metal,2,8,290,110,5,W1,0.80,71.5,59.8,
1617velv-migk,8206,Kearsley Clockworks,3,8,236,115,5,FC,0.80,64.6,56.0,
1617velv-migk,5291,TOWR The Oxford Wildcats Robotics,4,8,191,130,5,SC,0.80,70.5,60.3,
1617velv-migk,7065,Molten Metal,5,8,160,90,5,SC,0.80,55.3,47.9,
1617velv-migk,11307,Michigan Marshals,6,8,146,155,5,S2,0.80,43.2,42.3,
1617velv-migk,9514,Davison Middle School,7,8,117,80,5,S1,0.80,32.3,30.7,
1617velv-migk,12068,Team Kraken,8,6,206,155,5,,0.60,27.7,29.5,
1617velv-migk,11230,OMS ElektraKatz,9,6,168,115,5,,0.60,25.0,28.5,
1617velv-migk,8580,Oakview CyberDragons,10,6,145,56,5,,0.60,11.3,14.2,
1617velv-migk,10699,Purple Robotics Dragons,11,6,141,56,5,,0.60,23.2,21.9,
1617velv-migk,10849,WMS Robotics,12,6,131,81,5,,0.60,14.1,18.9,
1617velv-migk,10757,Bluewaves,13,6,112,85,5,,0.60,9.3,15.0,
1617velv-migk,7066,The Juggernauts,14,6,111,130,5,,0.60,27.8,29.5,
1617velv-migk,10250,Falconators,15,6,84,76,5,,0.60,26.6,22.5,
1617velv-migk,10653,SASA DRAGATRONS,16,6,65,76,5,,0.60,-8.9,2.3,
1617velv-migk,11231,Cyborg Cats,17,5,192,80,5,,0.50,23.0,25.3,
1617velv-migk,5976,Brandon Tech,18,4,290,105,5,W2,0.40,24.6,28.6,
1617velv-migk,11860,BHK-CLK robotics,19,4,182,180,5,,0.40,10.4,16.6,
1617velv-migk,5289,Martians,20,4,155,115,5,F2,0.40,35.1,33.1,
1617velv-migk,9500,,21,4,154,65,5,,0.40,18.4,18.9,
1617velv-migk,12021,Atherton Minibots,22,4,145,65,5,,0.40,17.2,15.5,
1617velv-migk,10813,Kearsley Scrap Rats,23,4,110,90,5,F1,0.40,19.3,20.0,
1617velv-migk,10058,Davison II,24,3,196,80,5,,0.30,22.7,23.3,
1617velv-migk,10671,Cyber Phoenix FTC,25,3,185,85,5,,0.30,24.4,23.7,
1617velv-migk,7067,Junkyard Bots,26,3,145,50,5,S2,0.30,20.3,18.8,
1617velv-migk,10372,MacroProcessors,27,2,195,115,5,,0.20,19.9,20.6,
1617velv-migk,8478,E-Bots,28,2,185,110,5,S1,0.20,16.2,19.3,
1617velv-migk,10713,White Pine RoboHawks,29,2,182,90,5,,0.20,17.3,17.7,
1617velv-migk,10911,Cavs,30,2,106,40,5,,0.20,-7.0,-0.1,
1617velv-migk,9933,GBEMS - Blazin' Turtle,31,2,77,75,5,,0.20,5.8,8.8,
1617velv-migk,11181,Robo-Raptors,32,0,105,65,5,,0.00,-4.2,1.4,
1617velv-mibe,10644,CyBugs,1,10,172,105,5,FC,1.00,52.7,49.9,
1617velv-mibe,11394,PixelBotics,2,10,150,125,5,F1,1.00,75.4,68.1,
1617velv-mibe,8845,the wild bees,3,8,251,115,5,SC,0.80,62.2,54.1,
1617velv-mibe,6079,Bionic Broncos,4,8,250,150,5,WC,0.80,77.4,66.9,
1617velv-mibe,5237,Loose Screws,5,8,197,150,5,S1,0.80,41.1,40.3,
1617velv-mibe,11196,madgamerz,6,8,180,85,5,SC,0.80,33.2,31.7,
1617velv-mibe,7902,Da Cows,7,8,163,120,5,W2,0.80,67.8,61.2,
1617velv-mibe,10136,Frost RoboFalcons,8,8,157,170,5,F2,0.80,51.3,49.8,
1617velv-mibe,5559,RoboHawks Green,9,8,120,80,5,,0.80,22.8,23.4,
1617velv-mibe,11520,Omegabots,10,8,111,135,5,,0.80,54.8,50.0,
1617velv-mibe,9819,RoboRats,11,6,243,170,5,S2,0.60,94.6,78.6,
1617velv-mibe,8579,Classical Engineers,12,6,220,135,5,S1,0.60,55.5,49.7,
1617velv-mibe,10137,Emerson RoboEagles,13,6,201,87,5,,0.60,42.7,36.9,
1617velv-mibe,8987,Robobucs,14,6,175,88,5,,0.60,17.2,22.1,
1617velv-mibe,7085,F.L.A.G. Fight Like a Girl,15,6,153,115,5,,0.60,7.5,15.7,
1617velv-mibe,9301,Robobucs,16,6,139,120,5,,0.60,8.3,16.1,
1617velv-mibe,8416,RoboHawks White,17,6,135,125,5,,0.60,40.0,38.6,
1617velv-mibe,12085,ROMS Robotics 1,18,6,75,120,5,,0.60,29.2,28.6,
1617velv-mibe,5954,Lightning Boltz,19,4,292,100,5,W1,0.40,42.1,41.5,
1617velv-mibe,10645,Hornet Hackers,20,4,212,90,5,,0.40,39.9,36.4,
1617velv-mibe,11899,Roboscouts,21,4,175,110,5,,0.40,18.6,22.5,
1617velv-mibe,7857,Team Phoenix,22,4,166,95,5,,0.40,-7.0,2.7,
1617velv-mibe,10636,Inventors,23,4,131,65,5,,0.40,16.0,15.4,
1617velv-mibe,10020,Rebulls,24,4,112,85,5,,0.40,18.9,18.7,
1617velv-mibe,8777,The Goonies,25,4,95,71,5,,0.40,8.4,12.2,
1617velv-mibe,7215,Turning Gears,26,4,95,60,5,,0.40,1.1,6.1,
1617velv-mibe,12111,ROMS Robotics 2,27,4,86,110,5,,0.40,19.6,20.4,
1617velv-mibe,12181,ROMS Robotics 3,28,4,83,66,5,,0.40,9.7,11.4,
1617velv-mibe,7901,Bulldozers,29,4,70,125,5,,0.40,21.8,21.7,
1617velv-mibe,6134,Black Frogs,30,2,131,95,5,S2,0.20,14.8,18.8,
1617velv-mibe,11758,ATA Inventors II,31,2,68,40,5,,0.20,-5.4,-0.1,
1617velv-mibe,10721,Vikings,32,0,213,85,5,,0.00,19.7,20.1,
1617velv-mibe,12203,Monroe Titan,33,0,133,60,5,,0.00,-3.8,1.3,
1617velv-mibe,8482,Robobucs,34,0,105,65,5,,0.00,5.4,8.1,
1617velv-mibe,11759,ATA Inventors IV,35,0,91,50,5,,0.00,-10.5,-2.9,
1617velv-mibe,7858,Team Trojan,36,0,46,21,5,,0.00,-7.4,-3.0,
1617velv-mico,8734,Actuators,1,10,216,111,5,WC,1.00,41.4,39.6,
1617velv-mico,8553,Stryke Force - Screaming Eagles,2,10,97,130,5,FC,1.00,53.0,49.6,
1617velv-mico,10176,Robotex,3,8,251,95,5,SC,0.80,63.3,54.0,
1617velv-mico,7228,Stryke Force - Special Air Service,4,8,195,165,5,W1,0.80,108.9,89.7,
1617velv-mico,10813,Kearsley Scrap Rats,5,8,141,120,5,F1,0.80,57.4,51.1,
1617velv-mico,7305,The GearCats - Clague Middle School,6,8,104,165,5,SC,0.80,36.9,38.0,
1617velv-mico,9895,Robohills,7,6,280,115,5,F2,0.60,54.6,47.1,
1617velv-mico,7479,Techno Hawks - Red Team,8,6,215,90,5,W2,0.60,44.3,39.9,
1617velv-mico,8206,Kearsley Clockworks,9,6,195,90,5,S1,0.60,45.7,42.8,
1617velv-mico,5960,Iron Dams,10,6,192,115,5,S2,0.60,30.4,28.6,
1617velv-mico,10552,Concord Bot,11,6,136,65,5,,0.60,15.3,17.8,
1617velv-mico,11714,Burr Oak BossCats,12,6,135,110,5,,0.60,16.4,20.8,
1617velv-mico,9624,Spartobots,13,6,132,80,5,,0.60,18.4,18.7,
1617velv-mico,7668,Trojanbots,14,6,130,90,5,S1,0.60,23.9,25.6,
1617velv-mico,7360,The Screwdrivers,15,6,121,71,5,,0.60,17.7,19.2,
1617velv-mico,8511,Gryphon Bots,16,6,110,55,5,,0.60,8.9,12.7,
1617velv-mico,9855,Mattawan FTC RoboKats,17,6,86,75,5,,0.60,27.3,25.6,
1617velv-mico,9297,Droid Technicians (Blue),18,4,136,125,5,,0.40,16.4,20.1,
1617velv-mico,6811,Hardcore Hard Drives,19,4,136,60,5,,0.40,4.7,10.6,
1617velv-mico,7031,Battle Blazers,20,4,120,70,5,,0.40,16.3,17.1,
1617velv-mico,9070,Techno Warriors,21,4,97,130,5,S2,0.40,33.2,28.7,
1617velv-mico,11696,Bedford Botz,22,4,95,65,5,,0.40,9.0,11.4,
1617velv-mico,10678,Gear Grinders Junior 2.0,23,4,75,65,5,,0.40,13.2,13.7,
1617velv-mico,6359,Bruin Bots,24,4,70,40,5,,0.40,12.2,13.0,
1617velv-mico,10735,Engineers of the Square Table,25,4,59,35,5,,0.40,3.5,3.9,
1617velv-mico,9458,Stinging Bots,26,4,15,70,5,,0.40,7.7,8.7,
1617velv-mico,6036,Junior Robot Commander,27,2,139,80,5,,0.20,28.5,25.0,
1617velv-mico,8656,Bee Bots,28,2,126,105,5,,0.20,-7.2,3.2,
1617velv-mico,7445,Techno Hawks - Black Team,29,2,116,65,5,,0.20,11.3,12.7,
1617velv-mico,7238,Blue and White Lightning Strikes,30,2,102,90,5,,0.20,-3.5,2.4,
1617velv-mico,7792,Nindroids,31,2,91,90,5,,0.20,16.3,16.3,
1617velv-mico,10540,Gear Grinders Junior,32,2,30,85,5,,0.20,-17.0,-6.3,
1617velv-mico,8142,BeastMode Mounties,33,0,111,45,5,,0.00,-7.3,-0.5,
1617velv-mikent,5384,Emergency Situation Evacuate Now,1,10,230,130,5,SC,1.00,61.7,53.0,
1617velv-mikent,11885,The Robotic Lakers,2,10,195,125,5,FC,1.00,46.6,43.1,
1617velv-mikent,5980,Titanium Tech Vikes,3,10,155,100,5,SC,1.00,57.6,50.5,
1617velv-mikent,6283,Platinum Tech Vikes,4,8,337,115,5,WC,0.80,54.3,50.8,
1617velv-mikent,7023,HexaSonics,5,8,277,225,5,S1,0.80,122.5,104.6,
1617velv-mikent,11228,Cityside Middle School,6,8,244,125,5,F1,0.80,61.2,57.4,
1617velv-mikent,5385,Enigma Riddlers,7,8,222,115,5,S2,0.80,57.1,50.1,
1617velv-mikent,5411,G3 Geeks Gears and Gadgets Green,8,8,170,130,5,F2,0.80,33.5,34.8,
1617velv-mikent,9221,Nerd Herd,9,8,158,180,5,S2,0.80,19.9,27.0,
1617velv-mikent,5391,Enigma Puzzlers,10,7,298,160,5,W1,0.70,64.2,57.5,
1617velv-mikent,8529,Team R.O.B.O.T.I.C.S.,11,7,195,55,5,,0.70,6.6,11.7,
1617velv-mikent,11846,Wayland Wildcat Cat-a-Tech-Nics,12,6,248,66,5,,0.60,11.4,17.8,
1617velv-mikent,11987,East Grand Rapids Middle School,13,6,239,115,5,,0.60,47.6,42.0,
1617velv-mikent,10104,That OTHER Team,14,6,221,160,5,,0.60,38.3,37.6,
1617velv-mikent,10818,Bronco Robotics,15,6,168,65,5,,0.60,7.7,12.8,
1617velv-mikent,9404,CAF,16,6,161,91,5,,0.60,14.2,17.4,
1617velv-mikent,11559,Mecha Montessori,17,6,153,140,5,,0.60,25.2,30.5,
1617velv-mikent,9366,Pegabots,18,6,152,80,5,,0.60,15.8,19.5,
1617velv-mikent,5383,Neutrinos Breaking the Laws of Physics,19,5,265,225,5,S1,0.50,60.2,57.4,
1617velv-mikent,10315,Tech Hawks,20,5,218,66,5,,0.50,25.6,25.4,
1617velv-mikent,10031,Red Storm Robotics-Blue,21,4,239,100,5,,0.40,14.7,19.9,
1617velv-mikent,8621,G3: Geeks Gears & Gadgets Blue,22,4,230,160,5,W2,0.40,40.6,39.8,
1617velv-mikent,11762,Metal Storm,23,4,209,70,5,,0.40,13.0,18.5,
1617velv-mikent,11940,Reed City Middle School,24,4,169,70,5,,0.40,16.6,19.6,
1617velv-mikent,11153,The Lightning Colts,25,4,167,85,5,,0.40,15.2,17.4,
1617velv-mikent,11727,Neutrons,26,4,133,100,5,,0.40,16.5,19.9,
1617velv-mikent,6482,Red Storm Robotics-Red,27,2,216,76,5,,0.20,31.1,29.7,
1617velv-mikent,11851,East Grand Rapids Middle School,28,2,194,46,5,,0.20,23.9,22.4,
1617velv-mikent,5449,High Voltage,29,2,185,61,5,,0.20,22.2,23.0,
1617velv-mikent,6070,WOW - West Ottawa Warriors,30,2,181,55,5,,0.20,22.9,22.8,
1617velv-mikent,5292,Red Storm Robotics-White,31,2,177,85,5,,0.20,22.7,21.8,
1617velv-mikent,10319,Shawmut Hills,32,2,165,60,5,,0.20,14.8,15.5,
1617velv-mikent,11728,WOW - West Ottawa Wizards,33,0,198,75,5,,0.00,12.2,13.8,
1617velv-mikent,11098,Nuclear Norsemen,34,0,146,76,5,,0.00,11.5,13.8,
1617velv-mikent,7772,P.A.N.T.H.E.R.S.,35,0,135,60,5,,0.00,0.0,5.0,
1617velv-mikent,11999,Wyoming Robotic Warriors,36,0,110,35,5,,0.00,4.6,7.1,
1617velv-midet,8531,GA Bots,1,9,105,100,5,WC,0.90,53.4,47.7,
1617velv-midet,12113,Armadillo Pups,2,9,70,100,5,SC,0.90,24.5,23.3,
1617velv-midet,9572,ChatterBolts,3,8,135,100,5,W1,0.80,46.2,40.6,
1617velv-midet,11432,SAY Play Warriors 1,4,8,67,80,5,FC,0.80,22.9,22.5,
1617velv-midet,10210,Aztechs,5,7,55,45,5,SC,0.70,1.6,5.9,
1617velv-midet,12095,S.T.E.M Warriors,6,6,75,35,5,S1,0.60,14.4,12.8,
1617velv-midet,11176,Panthers,7,6,55,100,5,,0.60,18.4,19.3,
1617velv-midet,8377,Munger Mechanical Lions,8,6,47,50,5,,0.60,24.0,22.2,
1617velv-midet,10280,TechnoLions,9,5,37,45,5,F1,0.50,5.5,7.1,
1617velv-midet,9352,Holbrook Hawks,10,4,95,40,5,,0.40,3.4,5.9,
1617velv-midet,12177,Transformers-Mark Twain DPSCD,11,4,77,56,5,S1,0.40,9.7,11.8,
1617velv-midet,12112,GCMS Circuit Breakers,12,4,70,40,5,,0.40,12.7,12.5,
1617velv-midet,11438,SAY Play Warriors 2,13,3,120,45,5,,0.30,24.3,21.1,
1617velv-midet,11726,Hack 29th St.,14,2,100,75,5,,0.20,10.8,12.4,
1617velv-midet,11013,AHCS Cougars,15,2,75,35,5,,0.20,4.1,6.1,
1617velv-midet,10856,UPAIR,16,1,65,40,5,,0.10,-0.9,2.0,
1617velv-midet,8376,Team TACO,17,0,35,15,5,,0.00,-1.3,0.4,
1617velv-micmpd1,10477,Rapid Robots,1,10,325,160,5,SC,1.00,100.8,84.9,
1617velv-micmpd1,6043,NC GEARS,2,8,510,240,5,SC,0.80,122.8,104.5,
1617velv-micmpd1,5290,Steel Eagles,3,8,470,155,5,S1,0.80,67.2,63.8,
1617velv-micmpd1,6494,Control Freaks WHITE,4,8,450,155,5,FC,0.80,94.6,85.2,
1617velv-micmpd1,6079,Bionic Broncos,5,8,395,150,5,WC,0.80,44.1,50.3,
1617velv-micmpd1,11394,PixelBotics,6,8,320,160,5,,0.80,64.8,65.8,
1617velv-micmpd1,8845,the wild bees,7,6,477,210,5,S1,0.60,51.3,54.4,
1617velv-micmpd1,10644,CyBugs,8,6,440,240,5,,0.60,91.3,80.4,
1617velv-micmpd1,8533,CSPA Miners,9,6,430,230,5,S2,0.60,133.0,114.7,
1617velv-micmpd1,6155,MegaBots,10,6,417,160,5,,0.60,64.3,60.4,
1617velv-micmpd1,8531,GA Bots,11,6,365,180,5,,0.60,47.3,50.5,
1617velv-micmpd1,11360,Space Unicorns,12,6,360,140,5,,0.60,26.1,35.7,
1617velv-micmpd1,7049,Omega Warriors,13,6,347,145,5,,0.60,40.0,43.5,
1617velv-micmpd1,11217,Plainwell Stem Academy,14,6,310,150,5,,0.60,61.7,57.3,
1617velv-micmpd1,9476,Advanced Skilltronics,15,6,282,180,5,,0.60,53.7,49.6,
1617velv-micmpd1,10035,Robo Rangers,16,6,245,210,5,,0.60,58.3,58.0,
1617velv-micmpd1,8492,Titanium Trojans,17,5,390,130,5,,0.50,36.9,41.5,
1617velv-micmpd1,5385,Enigma Riddlers,18,5,370,120,5,,0.50,51.3,48.8,
1617velv-micmpd1,9931,Maelstrom,19,5,360,155,5,,0.50,47.6,43.1,
1617velv-micmpd1,10062,Robogators,20,5,355,130,5,,0.50,9.2,23.6,
1617velv-micmpd1,5957,Sonic Eagles,21,4,525,240,5,,0.40,82.6,77.2,
1617velv-micmpd1,7693,TECHNADOS,22,4,460,140,5,F1,0.40,44.6,49.5,
1617velv-micmpd1,7138,Mechanical Mayhem,23,4,450,120,5,,0.40,45.7,45.9,
1617velv-micmpd1,11244,Fierce Avengers,24,4,425,130,5,,0.40,48.0,45.7,
1617velv-micmpd1,8580,Oakview CyberDragons,25,4,385,135,5,W2,0.40,45.4,44.0,
1617velv-micmpd1,5411,G3 Geeks Gears and Gadgets Green,26,4,375,120,5,,0.40,39.7,43.1,
1617velv-micmpd1,5289,Martians,27,4,355,240,5,,0.40,54.1,52.6,
1617velv-micmpd1,10037,M.A.R.S. Mini Rovers,28,4,355,230,5,,0.40,35.1,44.4,
1617velv-micmpd1,9572,ChatterBolts,29,4,355,110,5,W1,0.40,47.4,45.8,
1617velv-micmpd1,8734,Actuators,30,4,317,110,5,,0.40,32.4,37.6,
1617velv-micmpd1,5383,Neutrinos Breaking the Laws of Physics,31,2,465,165,5,,0.20,38.0,43.8,
1617velv-micmpd1,11932,Tech Dogs,32,2,344,135,5,S2,0.20,37.1,35.3,
1617velv-micmpd1,5618,Control Freaks RED,33,2,342,125,5,,0.20,25.7,29.9,
1617velv-micmpd1,10611,MooTech,34,2,280,150,5,F2,0.20,15.6,24.2,
1617velv-micmpd1,8935,Twisted Metal,35,2,275,120,5,,0.20,-2.8,13.5,
1617velv-micmpd1,5391,Enigma Puzzlers,36,0,290,125,5,,0.00,15.9,19.7,
1617velv-micmpd2,7253,Raging Robots,1,10,495,155,5,WC,1.00,88.3,79.3,
1617velv-micmpd2,10614,Marysville Jr-ViBots,2,9,315,160,5,SC,0.90,82.5,75.8,
1617velv-micmpd2,8646,Team KAOS,3,8,480,155,5,FC,0.80,76.8,71.7,
1617velv-micmpd2,7023,HexaSonics,4,8,465,185,5,S1,0.80,88.8,84.0,
1617velv-micmpd2,7048,Purple Protons,5,8,460,160,5,SC,0.80,60.1,63.5,
1617velv-micmpd2,7228,Stryke Force - Special Air Service,6,8,455,200,5,,0.80,79.5,76.0,
1617velv-micmpd2,10255,RoboDux,7,8,435,200,5,W1,0.80,103.8,92.7,
1617velv-micmpd2,8579,Classical Engineers,8,8,301,190,5,,0.80,72.5,69.1,
1617velv-micmpd2,11617,Chelsea Glitch,9,7,506,135,5,,0.70,58.8,60.2,
1617velv-micmpd2,8593,No Limits,10,7,435,185,5,F1,0.70,80.3,72.7,
1617velv-micmpd2,11691,Scripps Dragons,11,7,375,190,5,W2,0.70,81.8,77.4,
1617velv-micmpd2,11276,Dream Machine,12,6,515,160,5,,0.60,68.2,65.3,
1617velv-micmpd2,8688,Marysville Jr Vi-Bots,13,6,480,165,5,S2,0.60,82.6,75.2,
1617velv-micmpd2,7902,Da Cows,14,6,480,160,5,S1,0.60,64.2,63.2,
1617velv-micmpd2,11254,Robo Rhinos,15,6,405,190,5,,0.60,58.8,58.9,
1617velv-micmpd2,5291,TOWR The Oxford Wildcats Robotics,16,6,390,190,5,,0.60,65.9,62.6,
1617velv-micmpd2,9908,The Killer Coders,17,6,290,130,5,,0.60,62.0,58.0,
1617velv-micmpd2,7837,The Thunder Colts,18,4,525,140,5,,0.40,40.5,47.1,
1617velv-micmpd2,11735,Robo Toasters Blue,19,4,425,155,5,S2,0.40,57.9,53.3,
1617velv-micmpd2,5954,Lightning Boltz,20,4,365,145,5,,0.40,44.5,45.8,
1617velv-micmpd2,6134,Black Frogs,21,4,345,115,5,,0.40,51.0,49.1,
1617velv-micmpd2,11231,Cyborg Cats,22,4,325,140,5,,0.40,31.8,37.7,
1617velv-micmpd2,6283,Platinum Tech Vikes,23,4,320,180,5,,0.40,31.6,34.8,
1617velv-micmpd2,8487,Robo Toasters Orange,24,4,305,140,5,,0.40,39.6,40.7,
1617velv-micmpd2,9855,Mattawan FTC RoboKats,25,4,295,160,5,,0.40,35.4,38.5,
1617velv-micmpd2,10176,Robotex,26,4,275,145,5,,0.40,18.6,26.0,
1617velv-micmpd2,10538,Team KILT,27,3,425,135,5,F2,0.30,34.8,39.0,
1617velv-micmpd2,9221,Nerd Herd,28,3,386,110,5,,0.30,18.3,27.7,
1617velv-micmpd2,11713,Southwest Community Campus GR,29,3,335,165,5,,0.30,25.0,29.0,
1617velv-micmpd2,8553,Stryke Force - Screaming Eagles,30,2,440,155,5,,0.20,41.9,45.3,
1617velv-micmpd2,6294,Bionic Bots,31,2,415,135,5,,0.20,50.7,50.3,
1617velv-micmpd2,10031,Red Storm Robotics-Blue,32,2,345,120,5,,0.20,13.8,23.4,
1617velv-micmpd2,5663,Twisted Devils Red,33,2,300,105,5,,0.20,29.1,33.8,
1617velv-micmpd2,6225,Synergy,34,2,240,110,5,,0.20,0.4,11.1,
1617velv-micmpd2,10016,Clarkston Robowolves,35,1,455,130,5,,0.10,28.4,35.1,
1617velv-micmpd2,7047,Mechanical Monkeys,36,0,441,120,5,,0.00,63.8,56.8,
1617velv-mnea,8712,EPIC,1,10,197,185,5,WC,1.00,109.7,92.7,
1617velv-mnea,7655,The Q is Silqent,2,10,161,185,5,W1,1.00,71.7,66.5,
1617velv-mnea,7152,Robot Squad,3,10,158,170,5,FC,1.00,91.9,78.1,
1617velv-mnea,7659,Blue Crew,4,10,146,105,5,SC,1.00,17.2,22.6,
1617velv-mnea,8686,Height Differential,5,8,150,170,5,F1,0.80,68.5,62.0,
1617velv-mnea,11299,CrushBots,6,8,71,60,5,SC,0.80,27.9,24.7,
1617velv-mnea,8977,Sunburst,7,6,160,115,5,S1,0.60,13.7,17.2,
1617velv-mnea,8729,Blue Energy,8,6,151,85,5,S1,0.60,19.7,21.3,
1617velv-mnea,8808,Ponytail Posse,9,6,130,95,5,,0.60,19.8,22.2,
1617velv-mnea,11488,Solid,10,6,115,80,5,W2,0.60,24.3,23.9,
1617velv-mnea,9257,Tread Lightly,11,6,105,110,5,,0.60,-4.4,6.6,
1617velv-mnea,11838,The Hot Comodity,12,6,85,95,5,,0.60,9.4,14.9,
1617velv-mnea,7900,The Danger Zone,13,4,251,115,5,S2,0.40,25.6,26.3,
1617velv-mnea,7231,4th Dimension,14,4,132,53,5,F2,0.40,19.9,20.4,
1617velv-mnea,9182,Short Circuits,15,2,151,35,5,S2,0.20,11.6,13.5,
1617velv-mnea,4509,Meme Team,16,2,141,53,5,,0.20,18.3,18.0,
1617velv-mnea,9258,The Glorious Dweebs,17,2,118,50,5,,0.20,13.9,14.6,
1617velv-mnea,9205,Iron Maidens,18,2,103,177,5,,0.20,22.9,24.5,
1617velv-mnea,9760,Circuit Breakerz,19,2,76,100,5,,0.20,-10.3,-1.9,
1617velv-mnea,7899,Crusaders,20,0,161,70,5,,0.00,5.4,9.6,
1617velv-mnea,8473,Blue Lightning,21,0,156,45,5,,0.00,21.4,19.7,
1617velv-mnea,11150,Thunder PengWin Robotics Team,22,0,110,50,5,,0.00,10.3,11.1,
1617velv-mnep1,9078,Ground Zero,1,10,200,95,5,FC,1.00,38.8,36.5,
1617velv-mnep1,9890,The Rubies,2,10,172,110,5,WC,1.00,52.1,49.2,
1617velv-mnep1,7288,RoboGlaciers,3,10,145,216,5,SC,1.00,42.1,40.5,
1617velv-mnep1,11581,FTC Ramhawks,4,9,95,80,5,SC,0.90,14.5,18.3,
1617velv-mnep1,9418,Tempest Automatons,5,8,125,118,5,W1,0.80,58.1,51.8,
1617velv-mnep1,10555,Tekceratops,6,6,220,216,5,F1,0.60,101.6,85.7,
1617velv-mnep1,3763,Piece of Cake,7,6,120,90,5,S2,0.60,28.9,28.2,
1617velv-mnep1,9801,Titanium Minds,8,6,95,75,5,,0.60,14.2,17.0,
1617velv-mnep1,11417,Static Screws,9,6,85,80,5,,0.60,17.6,18.6,
1617velv-mnep1,10397,Ice Breakers,10,5,220,85,5,F2,0.50,11.9,17.7,
1617velv-mnep1,3558,FireBots,11,5,125,90,5,W2,0.50,35.9,31.8,
1617velv-mnep1,11724,Northeast Middle School Robot Team,12,5,104,100,5,,0.50,16.6,17.3,
1617velv-mnep1,4650,Crusader Robotics: Monkey Mechanics,13,4,165,61,5,S2,0.40,34.2,29.4,
1617velv-mnep1,10273,Cat in The Hat Comes Back,14,4,117,55,5,S1,0.40,4.9,9.3,
1617velv-mnep1,6699,Tempest,15,4,102,75,5,S1,0.40,18.5,19.2,
1617velv-mnep1,9196,Aperture Robotics,16,4,85,110,5,,0.40,17.2,17.1,
1617velv-mnep1,11175,Providence Academy Lions,17,4,40,130,5,,0.40,22.1,22.9,
1617velv-mnep1,11615,Pantherbots,18,4,25,35,5,,0.40,2.0,3.5,
1617velv-mnep1,11566,Tough Cookies,19,2,167,118,5,,0.20,22.2,21.9,
1617velv-mnep1,7290,JagWires,20,2,132,75,5,,0.20,20.4,19.1,
1617velv-mnep1,12183,Rockets,21,2,127,80,5,,0.20,-7.6,-0.0,
1617velv-mnep1,11937,Octobots,22,2,100,45,5,,0.20,0.3,4.6,
1617velv-mnep1,8034,Easy as Pi,23,2,90,40,5,,0.20,6.0,8.4,
1617velv-mnep1,9760,Circuit Breakerz,24,0,40,20,5,,0.00,-3.7,-0.4,
1617velv-mnep2,9183,Storm Warning,1,10,97,45,5,FC,1.00,3.2,9.2,
